1,65,8.4096
1,3533,8.2741
1,3562,6.0631
1,3608,6.0087
1,92,5.8455
1,141,5.6335
1,361,5.6335
1,3734,5.5661
1,3829,5.4892
1,3420,5.4494
1,3405,5.2652
1,3529,5.1965
1,3387,5.0595
1,3599,5.0595
1,3706,4.9739
1,3403,4.5886
1,282,4.5801
1,3596,4.4959
1,3503,4.4442
1,3818,4.3593
1,163,4.3534
1,177,4.3373
1,3699,4.2635
1,125,4.2064
1,3417,4.2064
1,3708,4.1920
1,3495,4.1021
1,3710,4.1021
1,184,4.0146
1,3838,4.0146
1,3519,3.9764
1,3817,3.9764
1,314,3.8339
1,3535,3.8339
1,270,3.7633
1,3407,3.7633
1,3680,3.7633
1,3890,3.7633
1,3606,3.6725
1,3345,3.6324
1,3327,3.5826
1,3441,3.5826
1,3590,3.5826
1,3705,3.5826
1,3834,3.5826
1,3329,3.3705
1,33,3.3337
1,170,3.3337
1,268,3.3337
1,3337,3.3337
1,3622,3.3337
1,3775,3.3337
1,3827,3.3337
1,3531,3.2839
1,16,3.1530
1,24,3.1530
1,39,3.1530
1,172,3.1530
1,326,3.1530
1,3343,3.1530
1,3449,3.1530
1,3490,3.1530
1,3582,3.1530
1,3589,3.1530
1,3617,3.1530
1,3707,3.1530
1,3816,3.1530
1,3835,3.1530
1,3937,3.1530
1,3530,3.1456
1,3700,3.0688
1,3561,3.0628
1,216,2.9133
1,3504,2.9133
1,3528,2.8543
1,352,2.8162
1,3532,2.7890
1,3876,2.7160
1,360,2.6332
1,287,2.5493
1,3472,2.5493
1,3592,2.5377
1,3704,2.5377
1,220,2.4805
1,3351,2.4805
1,3354,2.4805
1,3356,2.4805
1,146,2.4246
1,262,2.4246
1,23,2.2863
1,3412,2.2863
1,3567,2.2863
1,3771,2.2863
1,3821,2.2863
1,3831,2.2863
1,106,2.2454
1,366,2.2454
1,3591,2.2454
1,3658,2.2454
1,3694,2.2454
1,3709,2.2454
1,3788,2.2454
1,3820,2.2454
1,3830,2.2454
1,3939,2.2454
1,3336,2.1080
1,3342,2.1080
1,3409,2.1080
1,3525,2.1080
1,3593,2.1080
1,3625,2.1080
1,3781,2.1080
1,3805,2.1080
1,3928,2.1080
1,12,1.9066
1,15,1.9066
1,27,1.9066
1,95,1.9066
1,129,1.9066
1,145,1.9066
1,217,1.9066
1,234,1.9066
1,247,1.9066
1,274,1.9066
1,327,1.9066
1,3369,1.9066
1,3379,1.9066
1,3436,1.9066
1,3515,1.9066
1,3517,1.9066
1,3549,1.9066
1,3551,1.9066
1,3614,1.9066
1,3633,1.9066
1,3659,1.9066
1,3746,1.9066
1,3768,1.9066
1,3797,1.9066
1,3867,1.9066
1,3922,1.9066
1,3925,1.9066
1,32,1.8567
1,113,1.8567
1,144,1.8567
1,173,1.8567
1,228,1.8567
1,241,1.8567
1,313,1.8567
1,325,1.8567
1,329,1.8567
2,223,9.3099
2,219,7.2931
2,3762,7.2931
2,3663,6.8488
2,188,6.4379
2,3766,6.0893
2,3408,4.9734
2,3390,4.7363
2,3547,4.6401
2,226,4.5741
2,3360,4.2863
2,3724,4.1965
2,3856,4.1965
2,60,4.1362
2,103,4.1362
2,3448,4.0703
2,3545,4.0703
2,3738,4.0703
2,361,3.7746
2,40,3.5665
2,55,3.5665
2,143,3.5665
2,195,3.5665
2,3421,3.5665
2,3446,3.5665
2,3449,3.5665
2,3473,3.5665
2,3911,3.5665
2,3359,3.2823
2,3495,3.2707
2,3666,2.9760
2,275,2.8435
2,3567,2.8435
2,31,2.5229
2,111,2.5229
2,286,2.5229
2,110,2.4722
2,145,2.4722
2,225,2.4722
2,372,2.4722
2,3515,2.4722
2,3693,2.4722
2,3947,2.4722
2,3503,2.4626
2,3533,2.4626
2,3,2.1775
2,197,2.1775
2,344,2.1775
2,351,2.1775
2,3418,2.1775
2,3434,2.1775
2,3439,2.1775
2,3459,2.1775
2,3506,2.1775
2,3552,2.1775
2,3579,2.1775
2,3631,2.1775
2,3665,2.1775
2,3697,2.1775
2,3714,2.1775
2,3720,2.1775
2,3932,2.1775
2,3549,10.6771
2,305,10.3686
2,288,10.0694
2,65,1.8928
2,129,1.8928
2,165,1.8928
2,177,1.8928
2,186,1.8928
2,201,1.8928
2,212,1.8928
2,218,1.8928
2,262,1.8928
2,266,1.8928
2,277,1.8928
2,323,1.8928
2,337,1.8928
2,367,1.8928
2,3325,1.8928
2,3349,1.8928
2,3366,1.8928
2,3382,1.8928
2,3407,1.8928
2,3414,1.8928
2,3437,1.8928
2,3505,1.8928
2,3561,1.8928
2,3584,1.8928
2,3643,1.8928
2,3645,1.8928
2,3653,1.8928
2,3726,1.8928
2,3744,1.8928
2,3760,1.8928
2,3781,1.8928
2,3788,1.8928
2,3827,1.8928
2,3925,1.8928
2,3935,1.8928
2,19,1.6737
2,56,1.6737
2,66,1.6737
2,166,1.6737
2,178,1.6737
2,198,1.6737
2,241,1.6737
2,245,1.6737
2,247,1.6737
2,255,1.6737
2,258,1.6737
2,310,1.6737
2,359,1.6737
2,364,1.6737
2,371,1.6737
2,374,1.6737
2,375,1.6737
2,3327,1.6737
2,3335,1.6737
2,3336,1.6737
2,3343,1.6737
2,3344,1.6737
2,3380,1.6737
2,3385,1.6737
2,3388,1.6737
2,3404,1.6737
2,3423,1.6737
2,3442,1.6737
2,3462,1.6737
2,3521,1.6737
2,3530,1.6737
2,3538,1.6737
2,3569,1.6737
2,3599,1.6737
2,3620,1.6737
2,3667,1.6737
2,3698,1.6737
2,3771,1.6737
2,3773,1.6737
2,3782,1.6737
2,3802,1.6737
2,3822,1.6737
2,3860,1.6737
2,3867,1.6737
2,3891,1.6737
2,3931,1.6737
2,3943,1.6737
2,3944,1.6737
3,3354,8.2845
3,3345,8.1267
3,268,6.8773
3,328,6.6672
3,21,6.4600
3,304,6.4075
3,313,6.3499
3,55,5.6870
3,3790,5.5423
3,3789,5.0231
3,3506,4.9584
3,217,4.8784
3,287,4.8415
3,125,4.6843
3,361,4.6536
3,46,4.6042
3,3653,4.6042
3,3495,4.4003
3,12,4.4000
3,3635,4.3992
3,3503,4.3846
3,360,4.3712
3,241,4.1843
3,3329,4.1141
3,3671,4.0916
3,351,4.0697
3,3879,4.0406
3,311,3.9812
3,3349,3.9402
3,3692,3.9024
3,15,3.8958
3,254,3.8466
3,3419,3.8466
3,3562,3.8466
3,3775,3.8466
3,3793,3.8466
3,3938,3.8377
3,118,3.8246
